"Disease1","Disease1_key","Disease1_name","Disease2","Disease2_key","Disease2_name","TestValue","ExpectedValue","Variance","PValue","AdjustedPValue"
"condition_305","305","Extracted teeth","condition_798","798","Other gastrointestinal condition",0,1.51819200825132,1.51674828584285,0.891162790822036,1
"condition_305","305","Extracted teeth","condition_916","916","Urinary tract infection (chronic or recurrent)",2,2.45557241506158,2.45194206640877,0.614451109641785,1
"condition_305","305","Extracted teeth","condition_1110","1110","Hip dysplasia",1,0.827213270619186,0.826989579177929,0.424653405723487,1
"condition_305","305","Extracted teeth","condition_1117","1117","Patellar luxation",1,3.29324500257748,3.27859869061277,0.897333525377783,1
"condition_305","305","Extracted teeth","condition_1198","1198","Other orthopedic condition",0,1.91216643585159,1.90996012134896,0.916760973872827,1
"condition_305","305","Extracted teeth","condition_1605","1605","Bordetella and/or parainfluenza (kennel cough)",7,6.18191859589102,6.16347255530765,0.370880763876166,1
"condition_305","305","Extracted teeth","condition_1609","1609","Coccidia",3,3.23145968171619,3.22625254905173,0.551266730290138,1
"condition_305","305","Extracted teeth","condition_1616","1616","Gastrointestinal parasites",5,2.80072306868197,2.79727351063402,0.0942617186500586,1
"condition_305","305","Extracted teeth","condition_1617","1617","Giardia",7,12.797181326131,12.717971577764,0.947980329152554,1
"condition_305","305","Extracted teeth","condition_1619","1619","Heartworm infection",3,2.14790090465539,2.14228504162449,0.28022534231227,1
"condition_305","305","Extracted teeth","condition_1622","1622","Hookworms",2,4.07847306418922,4.07120819150625,0.848520336446723,1
"condition_305","305","Extracted teeth","condition_1630","1630","Parvovirus",1,1.42619183278615,1.42480210228658,0.639472447008535,1
"condition_305","305","Extracted teeth","condition_1634","1634","Roundworms",3,4.24037780394794,4.23285971264526,0.726708589078564,1
"condition_305","305","Extracted teeth","condition_1637","1637","Tapeworms",4,3.5712489477969,3.56458272533408,0.410176302632752,1
"condition_305","305","Extracted teeth","condition_1698","1698","Other infectious disease",3,1.32454204850482,1.32368442957287,0.0726592756860569,1
"condition_305","305","Extracted teeth","condition_1701","1701","Chocolate",0,3.87873793709715,3.86980486848983,0.975679382272879,1
"condition_305","305","Extracted teeth","condition_1703","1703","Grapes or raisins",1,1.78674120167997,1.78511155979651,0.722016563431668,1
"condition_305","305","Extracted teeth","condition_1704","1704","Ingestion of human medications",2,2.34890019663668,2.34601649652662,0.590095459166399,1
"condition_305","305","Extracted teeth","condition_1798","1798","Other ToxinConsumption",0,3.07176735571527,3.06545281656029,0.960323287307787,1
"condition_305","305","Extracted teeth","condition_1801","1801","Dog bite",4,6.74070926556589,6.72069603030377,0.854789110864358,1
"condition_305","305","Extracted teeth","condition_1805","1805","Fractured bone (other bone in limb)",1,1.71959395865239,1.71805899461504,0.708495595510173,1
"condition_305","305","Extracted teeth","condition_1812","1812","Laceration",2,2.90553158730119,2.9017682798961,0.702493069330895,1
"condition_305","305","Extracted teeth","condition_1813","1813","Penetrating wound (such as a stick)",1,1.25156757911011,1.25090291096302,0.588982225245163,1
"condition_305","305","Extracted teeth","condition_1817","1817","Torn or broken toenail",5,2.8806111096954,2.87717055579411,0.105745549273201,1
"condition_305","305","Extracted teeth","condition_1898","1898","Other trauma",3,4.4323978975471,4.42259882642699,0.752102848090925,1
"condition_306","306","Fractured teeth","condition_311","311","Retained deciduous (baby) teeth",2,1.76579550483922,1.76258364510108,0.429986377872871,1
"condition_306","306","Fractured teeth","condition_313","313","Underbite",2,1.59492909224098,1.59287488027831,0.374123345377043,1
"condition_306","306","Fractured teeth","condition_405","405","Atopic dermatitis (atopy)",1,2.70213129278727,2.69947813658399,0.849895252555363,1
"condition_306","306","Fractured teeth","condition_406","406","Chronic or recurrent hot spots",0,1.26183793691591,1.26118599742419,0.869409873494803,1
"condition_306","306","Fractured teeth","condition_411","411","Fleas",3,2.67417756430614,2.67069260909406,0.420985006752936,1
"condition_306","306","Fractured teeth","condition_412","412","Food or medicine allergies that affect the skin",0,3.29497111846151,3.2909884637146,0.965338089652619,1
"condition_306","306","Fractured teeth","condition_423","423","Pruritis (itchy skin)",3,4.20596931751163,4.19961100287058,0.721894931270964,1
"condition_306","306","Fractured teeth","condition_426","426","Seasonal allergies",2,6.19688353270252,6.18206991389132,0.954289729288897,1
"condition_306","306","Fractured teeth","condition_432","432","Ticks",2,2.5306684534986,2.52802961025421,0.63071905800091,1
"condition_306","306","Fractured teeth","condition_498","498","Other skin condition",2,3.22402701865453,3.22033131512117,0.752408503736741,1
"condition_306","306","Fractured teeth","condition_705","705","Anal sac impaction",0,2.10466409466542,2.10278473410834,0.926664938595274,1
"condition_306","306","Fractured teeth","condition_708","708","Chronic or recurrent diarrhea",3,4.33818599412278,4.33138085305019,0.739884261464583,1
"condition_306","306","Fractured teeth","condition_709","709","Chronic or recurrent vomiting",1,1.46315089598931,1.46230237298409,0.649141799175949,1
"condition_306","306","Fractured teeth","condition_712","712","Food or medicine allergies",3,2.78576000049022,2.78263075566524,0.448903610118427,1
"condition_306","306","Fractured teeth","condition_713","713","Foreign body ingestion or blockage",1,2.83433299709288,2.83135515533603,0.862173557921542,1
"condition_306","306","Fractured teeth","condition_798","798","Other gastrointestinal condition",0,1.4698788097432,1.46904308177424,0.887383542690446,1
"condition_306","306","Fractured teeth","condition_916","916","Urinary tract infection (chronic or recurrent)",1,2.82300064343247,2.8193131733849,0.861197074725228,1
"condition_306","306","Fractured teeth","condition_1110","1110","Hip dysplasia",1,1.32729418431573,1.32645641287661,0.611863349634995,1
"condition_306","306","Fractured teeth","condition_1117","1117","Patellar luxation",2,2.05409184353901,2.04959402017379,0.515069699962347,1
"condition_306","306","Fractured teeth","condition_1198","1198","Other orthopedic condition",0,2.025827733151,2.02412494909385,0.922764359927356,1
"condition_306","306","Fractured teeth","condition_1605","1605","Bordetella and/or parainfluenza (kennel cough)",8,6.71712583285169,6.70148214126549,0.310101480428864,1
"condition_306","306","Fractured teeth","condition_1609","1609","Coccidia",4,3.2376381487833,3.2343134647603,0.335816992641284,1
"condition_306","306","Fractured teeth","condition_1616","1616","Gastrointestinal parasites",1,3.06246147392003,3.05940559815884,0.880829834218214,1
"condition_306","306","Fractured teeth","condition_1617","1617","Giardia",11,13.0604102563711,13.0048108128912,0.716118548235743,1
"condition_306","306","Fractured teeth","condition_1619","1619","Heartworm infection",4,2.43868154365055,2.43309986361187,0.158425968729562,1
"condition_306","306","Fractured teeth","condition_1622","1622","Hookworms",4,4.61171026896816,4.60449366940456,0.612205576918284,1
"condition_306","306","Fractured teeth","condition_1630","1630","Parvovirus",0,1.61902520776645,1.61758121971271,0.898486901168127,1
"condition_306","306","Fractured teeth","condition_1634","1634","Roundworms",1,4.87178717667109,4.86403959564345,0.960417266335479,1
"condition_306","306","Fractured teeth","condition_1637","1637","Tapeworms",3,3.73366840188016,3.72838482941308,0.648012955940275,1
"condition_306","306","Fractured teeth","condition_1698","1698","Other infectious disease",1,1.45925097055606,1.4585000141276,0.648129058359007,1
"condition_306","306","Fractured teeth","condition_1701","1701","Chocolate",5,3.92795847895166,3.92140316593607,0.294127719385706,1
"condition_306","306","Fractured teeth","condition_1703","1703","Grapes or raisins",1,1.901939887518,1.90061826682687,0.743518030971142,1
"condition_306","306","Fractured teeth","condition_1704","1704","Ingestion of human medications",2,2.32629057688364,2.3244163081581,0.584732965932013,1
"condition_306","306","Fractured teeth","condition_1798","1798","Other ToxinConsumption",2,2.60481301999817,2.60209399361637,0.646146770215416,1
"condition_306","306","Fractured teeth","condition_1801","1801","Dog bite",9,8.4204511451423,8.39375609194426,0.420725543449127,1
"condition_306","306","Fractured teeth","condition_1805","1805","Fractured bone (other bone in limb)",1,1.88317935891422,1.88188045646642,0.740148357050936,1
"condition_306","306","Fractured teeth","condition_1812","1812","Laceration",3,3.84218737459807,3.83605895235573,0.66640132757626,1
"condition_306","306","Fractured teeth","condition_1813","1813","Penetrating wound (such as a stick)",3,1.68329526862469,1.6821001939454,0.154999202850195,1
"condition_306","306","Fractured teeth","condition_1817","1817","Torn or broken toenail",5,3.79203219869703,3.78655130151803,0.267374205442089,1
"condition_306","306","Fractured teeth","condition_1898","1898","Other trauma",6,5.06807455601765,5.0578353734486,0.339297903403648,1
"condition_311","311","Retained deciduous (baby) teeth","condition_313","313","Underbite",2,2.96400877186577,2.94831565234602,0.712747068133825,1
"condition_311","311","Retained deciduous (baby) teeth","condition_405","405","Atopic dermatitis (atopy)",2,2.15209855153388,2.14787728125919,0.541328664149795,1
"condition_311","311","Retained deciduous (baby) teeth","condition_406","406","Chronic or recurrent hot spots",1,0.831179972277456,0.830526180868467,0.426518302157673,1
"condition_311","311","Retained deciduous (baby) teeth","condition_411","411","Fleas",3,2.87111388151703,2.86128290446935,0.469632031129375,1
"condition_311","311","Retained deciduous (baby) teeth","condition_412","412","Food or medicine allergies that affect the skin",4,2.42936123528027,2.42373251631613,0.156519183378659,1
"condition_311","311","Retained deciduous (baby) teeth","condition_423","423","Pruritis (itchy skin)",4,3.71586045737259,3.70206366750232,0.441299261411885,1
"condition_311","311","Retained deciduous (baby) teeth","condition_426","426","Seasonal allergies",3,4.5280906558675,4.51043662960724,0.764088155564894,1
"condition_311","311","Retained deciduous (baby) teeth","condition_432","432","Ticks",0,1.90126702745293,1.89803965654341,0.916212248855527,1
"condition_311","311","Retained deciduous (baby) teeth","condition_498","498","Other skin condition",2,2.80559511704548,2.79793269237755,0.684959552343743,1
"condition_311","311","Retained deciduous (baby) teeth","condition_705","705","Anal sac impaction",2,2.16150677247605,2.15629431253517,0.543789691928621,1
"condition_311","311","Retained deciduous (baby) teeth","condition_708","708","Chronic or recurrent diarrhea",5,3.93321896709942,3.91487924646476,0.294888899098467,1
"condition_311","311","Retained deciduous (baby) teeth","condition_709","709","Chronic or recurrent vomiting",1,1.65227646817086,1.64905685354211,0.694252896938646,1
"condition_311","311","Retained deciduous (baby) teeth","condition_712","712","Food or medicine allergies",2,2.28904209986111,2.28302780112899,0.575853086126332,1
"condition_311","311","Retained deciduous (baby) teeth","condition_713","713","Foreign body ingestion or blockage",3,2.43148790894653,2.4251460741245,0.357531268596199,1
"condition_311","311","Retained deciduous (baby) teeth","condition_798","798","Other gastrointestinal condition",2,1.82165177410585,1.81709488671721,0.447371076580602,1
"condition_311","311","Retained deciduous (baby) teeth","condition_916","916","Urinary tract infection (chronic or recurrent)",3,2.52334290635278,2.51394571197271,0.381849435804457,1
"condition_311","311","Retained deciduous (baby) teeth","condition_1110","1110","Hip dysplasia",0,0.724482761982451,0.724051056203559,0.802731746616441,1
"condition_311","311","Retained deciduous (baby) teeth","condition_1117","1117","Patellar luxation",4,4.32635449857389,4.28855171772222,0.562610861852742,1
"condition_311","311","Retained deciduous (baby) teeth","condition_1198","1198","Other orthopedic condition",1,1.95982315360586,1.95529344678742,0.753773520799781,1
"condition_311","311","Retained deciduous (baby) teeth","condition_1605","1605","Bordetella and/or parainfluenza (kennel cough)",4,6.35647888158118,6.31531927548841,0.825801797034423,1
"condition_311","311","Retained deciduous (baby) teeth","condition_1609","1609","Coccidia",5,4.24563467491091,4.21924747382614,0.356715512047269,1
"condition_311","311","Retained deciduous (baby) teeth","condition_1616","1616","Gastrointestinal parasites",4,2.94351900105994,2.93461274795443,0.268710529485371,1
"condition_311","311","Retained deciduous (baby) teeth","condition_1617","1617","Giardia",19,15.2282839702597,14.9440634090513,0.164613073328044,1
"condition_311","311","Retained deciduous (baby) teeth","condition_1619","1619","Heartworm infection",1,1.24701462859789,1.2450679062555,0.587599291494403,1
"condition_311","311","Retained deciduous (baby) teeth","condition_1622","1622","Hookworms",6,4.15401095496673,4.13718956660029,0.182054781098131,1
"condition_311","311","Retained deciduous (baby) teeth","condition_1630","1630","Parvovirus",3,1.16354825317442,1.16213737218968,0.0442340970064458,1
"condition_311","311","Retained deciduous (baby) teeth","condition_1634","1634","Roundworms",6,4.47961347533754,4.45902736592893,0.235761759538402,1
"condition_311","311","Retained deciduous (baby) teeth","condition_1637","1637","Tapeworms",5,3.62066142347841,3.60704153690121,0.233838065449683,1
"condition_311","311","Retained deciduous (baby) teeth","condition_1698","1698","Other infectious disease",4,1.36292258349857,1.36095774673447,0.0118957559728962,1
"condition_311","311","Retained deciduous (baby) teeth","condition_1701","1701","Chocolate",3,3.72821936258533,3.71456186707952,0.647225430433223,1
"condition_311","311","Retained deciduous (baby) teeth","condition_1703","1703","Grapes or raisins",1,1.81156412734072,1.80812254845768,0.726926561175924,1
"condition_311","311","Retained deciduous (baby) teeth","condition_1704","1704","Ingestion of human medications",2,2.61391665473108,2.60606359674339,0.648135572677024,1
"condition_311","311","Retained deciduous (baby) teeth","condition_1798","1798","Other ToxinConsumption",3,4.65473331956144,4.61173835635417,0.77951044103294,1
"condition_311","311","Retained deciduous (baby) teeth","condition_1801","1801","Dog bite",2,6.16337776841305,6.1305021062998,0.953667429004082,1
"condition_311","311","Retained deciduous (baby) teeth","condition_1805","1805","Fractured bone (other bone in limb)",2,1.80998136471382,1.80640822407802,0.443784842366781,1
"condition_311","311","Retained deciduous (baby) teeth","condition_1812","1812","Laceration",1,2.43617771489428,2.43142203082296,0.821484961367613,1
"condition_311","311","Retained deciduous (baby) teeth","condition_1813","1813","Penetrating wound (such as a stick)",0,1.13444989913698,1.13324084938791,0.856714393970462,1
"condition_311","311","Retained deciduous (baby) teeth","condition_1817","1817","Torn or broken toenail",3,2.43556465583152,2.43099589470933,0.358671805200419,1
"condition_311","311","Retained deciduous (baby) teeth","condition_1898","1898","Other trauma",4,4.35986074691765,4.34042610813675,0.568568250542439,1
"condition_313","313","Underbite","condition_405","405","Atopic dermatitis (atopy)",1,1.85068893150024,1.84881105862602,0.734224456535219,1
"condition_313","313","Underbite","condition_406","406","Chronic or recurrent hot spots",1,0.720602977263138,0.720366720285456,0.371006521830797,1
"condition_313","313","Underbite","condition_411","411","Fleas",2,2.20399388822345,2.20013894592752,0.55469339080709,1
"condition_313","313","Underbite","condition_412","412","Food or medicine allergies that affect the skin",0,2.05074209229858,2.04865157358653,0.924038454304859,1
"condition_313","313","Underbite","condition_423","423","Pruritis (itchy skin)",4,3.11729569840476,3.11136701280684,0.308387673905992,1
"condition_313","313","Underbite","condition_426","426","Seasonal allergies",5,3.99048419687348,3.98177962503473,0.306459405653684,1
"condition_313","313","Underbite","condition_432","432","Ticks",3,1.63364280668942,1.63217173184041,0.14242191904378,1
"condition_313","313","Underbite","condition_498","498","Other skin condition",2,2.16374598626418,2.16141492475466,0.54434191870574,1
"condition_313","313","Underbite","condition_705","705","Anal sac impaction",1,1.62817947969268,1.62638579384717,0.688843378941987,1
"condition_313","313","Underbite","condition_708","708","Chronic or recurrent diarrhea",3,2.95313168197999,2.94850943385357,0.489112347504706,1
"condition_313","313","Underbite","condition_709","709","Chronic or recurrent vomiting",0,1.23358597277377,1.23250978398346,0.866748955547707,1
"condition_313","313","Underbite","condition_712","712","Food or medicine allergies",1,1.75455123283151,1.7529042522104,0.715632123578743,1
"condition_313","313","Underbite","condition_713","713","Foreign body ingestion or blockage",0,1.85040391665851,1.8486926202797,0.913231300547587,1
"condition_313","313","Underbite","condition_798","798","Other gastrointestinal condition",1,1.31078403007691,1.30947522850517,0.607030459729,1
"condition_313","313","Underbite","condition_916","916","Urinary tract infection (chronic or recurrent)",1,1.65579227935498,1.65428112010963,0.694929627591104,1
"condition_313","313","Underbite","condition_1110","1110","Hip dysplasia",1,0.639128312751042,0.638978459763844,0.325832610519962,1
"condition_313","313","Underbite","condition_1117","1117","Patellar luxation",5,2.8903169144735,2.87689072276176,0.106783962026597,1
"condition_313","313","Underbite","condition_1198","1198","Other orthopedic condition",0,1.39173678841122,1.39060054803139,0.881039821960759,1
"condition_313","313","Underbite","condition_1605","1605","Bordetella and/or parainfluenza (kennel cough)",4,5.07200823642841,5.05686501760203,0.683216922176487,1
"condition_313","313","Underbite","condition_1609","1609","Coccidia",1,2.59483490056125,2.59100710277023,0.839105830073586,1
"condition_313","313","Underbite","condition_1616","1616","Gastrointestinal parasites",1,2.26513382680535,2.2624521468018,0.799853572614388,1
"condition_313","313","Underbite","condition_1617","1617","Giardia",9,10.471485621028,10.4083781006121,0.675842633939492,1
"condition_313","313","Underbite","condition_1619","1619","Heartworm infection",3,1.74298650180094,1.73881034470795,0.170227806757647,1
"condition_313","313","Underbite","condition_1622","1622","Hookworms",3,3.37240248869457,3.36629588381824,0.580421596171467,1
"condition_313","313","Underbite","condition_1630","1630","Parvovirus",1,1.17565413327842,1.17457530325275,0.564376884262735,1
"condition_313","313","Underbite","condition_1634","1634","Roundworms",3,3.42675120974195,3.42091279467344,0.591237653848435,1
"condition_313","313","Underbite","condition_1637","1637","Tapeworms",3,3.11445553347483,3.10785332384613,0.525882819623683,1
"condition_313","313","Underbite","condition_1698","1698","Other infectious disease",1,1.12751792316383,1.12671546966874,0.547811299262739,1
"condition_313","313","Underbite","condition_1701","1701","Chocolate",6,3.08038321867022,3.07403090724581,0.0479343909778595,1
"condition_313","313","Underbite","condition_1703","1703","Grapes or raisins",2,1.48866324062167,1.48725023630189,0.337501930284448,1
"condition_313","313","Underbite","condition_1704","1704","Ingestion of human medications",0,1.88119495138126,1.87908327819122,0.915020732642483,1
"condition_313","313","Underbite","condition_1798","1798","Other ToxinConsumption",3,2.61066551104121,2.60519378830823,0.404694555150576,1
"condition_313","313","Underbite","condition_1801","1801","Dog bite",1,5.31516153015242,5.3007860219093,0.969551834233792,1
"condition_313","313","Underbite","condition_1805","1805","Fractured bone (other bone in limb)",0,1.43927330180858,1.43794261018482,0.884979286489068,1
"condition_313","313","Underbite","condition_1812","1812","Laceration",4,2.30175271286428,2.29904285359427,0.131351730430499,1
"condition_313","313","Underbite","condition_1813","1813","Penetrating wound (such as a stick)",0,0.935664333116315,0.935271123765145,0.833353117590273,1
"condition_313","313","Underbite","condition_1817","1817","Torn or broken toenail",4,2.24297120077005,2.24058347061637,0.120235292115613,1
"condition_313","313","Underbite","condition_1898","1898","Other trauma",3,3.64813072445587,3.64004604305515,0.632962782212804,1
"condition_405","405","Atopic dermatitis (atopy)","condition_406","406","Chronic or recurrent hot spots",6,2.25420412511285,2.24970109802964,0.00625603767925564,1
"condition_405","405","Atopic dermatitis (atopy)","condition_411","411","Fleas",4,3.28998455971315,3.28642644486573,0.347655852246039,1
"condition_405","405","Atopic dermatitis (atopy)","condition_432","432","Ticks",1,3.46745245589891,3.46322387784525,0.907562445136999,1
"condition_405","405","Atopic dermatitis (atopy)","condition_498","498","Other skin condition",3,4.57730023560797,4.57067977546912,0.769674424631952,1
"condition_405","405","Atopic dermatitis (atopy)","condition_705","705","Anal sac impaction",3,2.65534075350075,2.65319535401272,0.416211520601373,1
"condition_405","405","Atopic dermatitis (atopy)","condition_708","708","Chronic or recurrent diarrhea",6,6.86153731322935,6.84238812497739,0.629058024707372,1
"condition_405","405","Atopic dermatitis (atopy)","condition_709","709","Chronic or recurrent vomiting",2,1.92748779854533,1.92637232272321,0.47916691863765,1
"condition_405","405","Atopic dermatitis (atopy)","condition_712","712","Food or medicine allergies",5,4.32644713069684,4.31771498870791,0.37291261031919,1
"condition_405","405","Atopic dermatitis (atopy)","condition_713","713","Foreign body ingestion or blockage",9,4.4446444928873,4.43603008446188,0.0152766210685059,1
"condition_405","405","Atopic dermatitis (atopy)","condition_798","798","Other gastrointestinal condition",2,2.10230465152099,2.10083563200953,0.528135129828799,1
"condition_405","405","Atopic dermatitis (atopy)","condition_916","916","Urinary tract infection (chronic or recurrent)",4,3.95335340673186,3.9467782572397,0.490633685636376,1
"condition_405","405","Atopic dermatitis (atopy)","condition_1110","1110","Hip dysplasia",1,2.28623220949505,2.28118736119012,0.80278369920604,1
"condition_405","405","Atopic dermatitis (atopy)","condition_1117","1117","Patellar luxation",3,2.1800786869227,2.17657093552806,0.289188133015675,1
"condition_405","405","Atopic dermatitis (atopy)","condition_1198","1198","Other orthopedic condition",2,2.7427192534449,2.74017804025903,0.673168213764533,1
"condition_405","405","Atopic dermatitis (atopy)","condition_1605","1605","Bordetella and/or parainfluenza (kennel cough)",7,9.61891830353615,9.5903944520168,0.80113308494986,1
"condition_405","405","Atopic dermatitis (atopy)","condition_1609","1609","Coccidia",3,4.93882839515141,4.93116785316825,0.808695981726202,1
"condition_405","405","Atopic dermatitis (atopy)","condition_1616","1616","Gastrointestinal parasites",1,4.62425001983791,4.6174681154824,0.954161386369092,1
"condition_405","405","Atopic dermatitis (atopy)","condition_1617","1617","Giardia",13,18.91537719756,18.8110092361584,0.913697447291844,1
"condition_405","405","Atopic dermatitis (atopy)","condition_1619","1619","Heartworm infection",2,2.72889947365401,2.7239923537289,0.67062376902387,1
"condition_405","405","Atopic dermatitis (atopy)","condition_1622","1622","Hookworms",4,6.94140084307544,6.92550552382122,0.868154199760642,1
"condition_405","405","Atopic dermatitis (atopy)","condition_1630","1630","Parvovirus",0,2.15244836797184,2.15048527692352,0.92891962957721,1
"condition_405","405","Atopic dermatitis (atopy)","condition_1634","1634","Roundworms",5,7.44789013312901,7.42949462390859,0.815427039659579,1
"condition_405","405","Atopic dermatitis (atopy)","condition_1637","1637","Tapeworms",2,5.44332548934804,5.43316744162702,0.930194558490245,1
"condition_405","405","Atopic dermatitis (atopy)","condition_1698","1698","Other infectious disease",1,2.15574882132541,2.15420111611119,0.784489349871154,1
"condition_405","405","Atopic dermatitis (atopy)","condition_1701","1701","Chocolate",1,5.08235693986479,5.07422786715279,0.965028751921569,1
"condition_405","405","Atopic dermatitis (atopy)","condition_1703","1703","Grapes or raisins",2,2.70330195330371,2.70096666087931,0.665652357455961,1
"condition_405","405","Atopic dermatitis (atopy)","condition_1704","1704","Ingestion of human medications",1,3.31668289615831,3.31335842426706,0.898441038356801,1
"condition_405","405","Atopic dermatitis (atopy)","condition_1798","1798","Other ToxinConsumption",2,3.6830173404872,3.67833884547933,0.809900996330956,1
"condition_405","405","Atopic dermatitis (atopy)","condition_1801","1801","Dog bite",10,12.0264871941517,11.9756526484515,0.720924744353137,1
"condition_405","405","Atopic dermatitis (atopy)","condition_1805","1805","Fractured bone (other bone in limb)",4,2.66856397958809,2.66627207566132,0.207423108795858,1
"condition_405","405","Atopic dermatitis (atopy)","condition_1812","1812","Laceration",3,5.70115042405203,5.68624642257859,0.871341392536422,1
"condition_405","405","Atopic dermatitis (atopy)","condition_1813","1813","Penetrating wound (such as a stick)",1,2.4126615785544,2.41022897856585,0.818570837644297,1
"condition_405","405","Atopic dermatitis (atopy)","condition_1817","1817","Torn or broken toenail",4,5.61014027518857,5.59734130272254,0.75192820124268,1
"condition_405","405","Atopic dermatitis (atopy)","condition_1898","1898","Other trauma",4,6.96555890995334,6.94985173286632,0.869686966430893,1
"condition_406","406","Chronic or recurrent hot spots","condition_411","411","Fleas",3,1.48091602197826,1.48019559275386,0.105906285230832,1
"condition_406","406","Chronic or recurrent hot spots","condition_423","423","Pruritis (itchy skin)",7,3.6028532816689,3.59299209497377,0.0365505664394536,1
"condition_406","406","Chronic or recurrent hot spots","condition_432","432","Ticks",1,1.79915676442456,1.79701913576169,0.72446252479314,1
"condition_406","406","Chronic or recurrent hot spots","condition_498","498","Other skin condition",2,2.51159647434691,2.5074177102697,0.626683833523936,1
"condition_406","406","Chronic or recurrent hot spots","condition_705","705","Anal sac impaction",0,1.31786391987235,1.31719966043755,0.8745718464115,1
"condition_406","406","Chronic or recurrent hot spots","condition_708","708","Chronic or recurrent diarrhea",5,4.39634545721729,4.3655388657338,0.386323351456707,1
"condition_406","406","Chronic or recurrent hot spots","condition_709","709","Chronic or recurrent vomiting",1,0.964032389363102,0.963682664658338,0.485386391391818,1
"condition_406","406","Chronic or recurrent hot spots","condition_712","712","Food or medicine allergies",4,3.03764468751742,3.01654815227185,0.289758624700765,1
"condition_406","406","Chronic or recurrent hot spots","condition_713","713","Foreign body ingestion or blockage",3,2.71337619833693,2.7025740305119,0.430794966584804,1
"condition_406","406","Chronic or recurrent hot spots","condition_798","798","Other gastrointestinal condition",1,1.11840379442445,1.11783061086387,0.544584166256519,1
"condition_406","406","Chronic or recurrent hot spots","condition_916","916","Urinary tract infection (chronic or recurrent)",3,2.00714015566299,2.00404490729954,0.241542600668788,1
"condition_406","406","Chronic or recurrent hot spots","condition_1110","1110","Hip dysplasia",0,1.91147165487121,1.86883368813297,0.918979888593139,1
"condition_406","406","Chronic or recurrent hot spots","condition_1117","1117","Patellar luxation",1,0.80385083934467,0.803450295858289,0.413391221366353,1
"condition_406","406","Chronic or recurrent hot spots","condition_1198","1198","Other orthopedic condition",0,1.50624065434171,1.50496572916966,0.890240793260085,1
"condition_406","406","Chronic or recurrent hot spots","condition_1605","1605","Bordetella and/or parainfluenza (kennel cough)",4,5.41766743705458,5.40032897530532,0.729085109634765,1
"condition_406","406","Chronic or recurrent hot spots","condition_1609","1609","Coccidia",1,2.67776365303607,2.67407097404343,0.847552513052833,1
"condition_406","406","Chronic or recurrent hot spots","condition_1616","1616","Gastrointestinal parasites",7,2.64438599357933,2.63945833187612,0.00367045305679725,1
"condition_406","406","Chronic or recurrent hot spots","condition_1617","1617","Giardia",6,10.1204611661712,10.0734033211088,0.90289896225762,1
"condition_406","406","Chronic or recurrent hot spots","condition_1619","1619","Heartworm infection",0,1.13460278062409,1.13382239184526,0.856685054472296,1
"condition_406","406","Chronic or recurrent hot spots","condition_1622","1622","Hookworms",2,3.97855335836085,3.96639290633435,0.839756812596384,1
"condition_406","406","Chronic or recurrent hot spots","condition_1630","1630","Parvovirus",0,0.924553240335786,0.924183001648059,0.831907249603402,1
"condition_406","406","Chronic or recurrent hot spots","condition_1634","1634","Roundworms",2,4.14732720252162,4.13344071031331,0.854559467517735,1
"condition_406","406","Chronic or recurrent hot spots","condition_1637","1637","Tapeworms",3,2.7524240105003,2.74899069635711,0.440650037239253,1
"condition_406","406","Chronic or recurrent hot spots","condition_1698","1698","Other infectious disease",3,1.27678645760898,1.27558786009454,0.0635358358873891,1
"condition_406","406","Chronic or recurrent hot spots","condition_1701","1701","Chocolate",1,2.41651785109736,2.41445726532124,0.819014745860945,1
"condition_406","406","Chronic or recurrent hot spots","condition_1703","1703","Grapes or raisins",4,1.53089519409051,1.52956434108509,0.0229431785015991,1
"condition_406","406","Chronic or recurrent hot spots","condition_1704","1704","Ingestion of human medications",1,1.65651820759588,1.65545218359815,0.69506407558375,1
"condition_406","406","Chronic or recurrent hot spots","condition_1798","1798","Other ToxinConsumption",2,1.70304947107209,1.70201586719998,0.409972489153402,1
"condition_406","406","Chronic or recurrent hot spots","condition_1801","1801","Dog bite",2,7.07069130394221,7.02007690550058,0.972177054080409,1
"condition_406","406","Chronic or recurrent hot spots","condition_1805","1805","Fractured bone (other bone in limb)",1,1.54725049138122,1.54571532498131,0.670093360814528,1
"condition_406","406","Chronic or recurrent hot spots","condition_1812","1812","Laceration",2,3.29228689670915,3.27466433651672,0.762425721121838,1
"condition_406","406","Chronic or recurrent hot spots","condition_1813","1813","Penetrating wound (such as a stick)",1,1.42846057526129,1.42528058989749,0.640161100546631,1
"condition_406","406","Chronic or recurrent hot spots","condition_1817","1817","Torn or broken toenail",2,3.5693605328775,3.54687310132949,0.797661420912989,1
"condition_406","406","Chronic or recurrent hot spots","condition_1898","1898","Other trauma",0,3.54584493179316,3.53966678294786,0.970263744610526,1
"condition_411","411","Fleas","condition_412","412","Food or medicine allergies that affect the skin",4,3.91687115244501,3.91204740760386,0.483237764932341,1
"condition_411","411","Fleas","condition_423","423","Pruritis (itchy skin)",11,5.12261030277781,5.11411176388885,0.00467535099163319,1
"condition_411","411","Fleas","condition_426","426","Seasonal allergies",8,7.35073885692877,7.33236005943253,0.405253709627421,1
"condition_411","411","Fleas","condition_498","498","Other skin condition",3,3.99470519130932,3.98944482467518,0.69076153925726,1
